,Treated_1,Treated_2,Treated_3,Untreated_1,Untreated_2,Untreated_3,Untreated_4
ID=FBgn0004419,2100,1670,1928,1831,1581,1554,1931
ID=FBgn0004432,7993,9609,12731,6513,7663,8575,9929
ID=FBgn0004435,1877,1199,1352,1320,1139,954,1679
ID=FBgn0004436,2257,1653,1998,2784,1923,1847,2302
ID=FBgn0004449,2388,3317,3705,2988,4131,3159,2963
ID=FBgn0004456,3804,4517,5453,4699,5513,4742,6020
ID=FBgn0004463,700,886,1119,660,828,848,881
ID=FBgn0004465,573,1023,1262,569,903,839,936
ID=FBgn0004507,1994,3404,4408,1402,1806,1759,1150
ID=FBgn0004509,1712,2128,2711,1972,2534,2052,2129
ID=FBgn0004510,462,822,1025,492,794,816,734
ID=FBgn0004512,404,751,1024,341,614,628,416
ID=FBgn0004556,320,396,505,465,496,430,416
ID=FBgn0004569,385,393,450,459,508,408,375
ID=FBgn0004574,2388,4419,5708,2767,4640,4510,4424
ID=FBgn0004575,4445,1726,1851,4963,3284,2217,2188
ID=FBgn0004577,383,682,852,366,572,554,626
ID=FBgn0004581,187,282,399,208,264,244,301
ID=FBgn0004583,3338,3908,4704,3874,3986,3169,3671
ID=FBgn0004584,2111,2731,3468,1893,2085,2115,1574
ID=FBgn0004587,3300,5337,6507,3649,5256,4585,5339
ID=FBgn0004595,310,397,506,463,569,382,250
ID=FBgn0004597,386,413,583,240,315,329,343
ID=FBgn0004598,2955,4870,5806,3353,5253,4569,4794
ID=FBgn0004606,14845,19456,24863,23343,30073,19991,20591
ID=FBgn0004611,1480,1196,1428,1400,1454,1153,1260
ID=FBgn0004629,1377,1658,2301,1357,1504,1988,1141
ID=FBgn0004635,544,654,915,717,1094,728,924
ID=FBgn0004636,6595,7234,8994,7045,6680,6279,6121
ID=FBgn0004638,2139,1492,1804,1889,1610,1396,2082
ID=FBgn0004643,1137,1898,2547,1004,1656,1644,1429
ID=FBgn0004646,164,188,280,67,75,83,56
ID=FBgn0004647,4362,6309,7418,5099,7319,6354,5595
ID=FBgn0004648,1351,1668,1970,1415,1571,1384,1704
ID=FBgn0004650,103,125,181,206,197,199,175
ID=FBgn0004652,3048,2738,3503,4806,5360,3841,3637
ID=FBgn0004654,1574,2944,3825,1701,2852,2698,2523
ID=FBgn0004655,1691,2716,2937,2196,2970,2295,2332
ID=FBgn0004656,9092,11196,13330,10733,15217,10398,8288
ID=FBgn0004657,5397,8556,10479,6390,9511,8290,9948
ID=FBgn0004687,2395,2879,3497,2652,3520,3521,3559
ID=FBgn0004698,3254,3364,4235,3077,3399,3245,3276
ID=FBgn0004797,4451,4404,4994,3753,3798,3375,4057
ID=FBgn0004811,600,923,1216,612,891,915,942
ID=FBgn0004828,11044,14613,19042,11849,14241,14205,11484
ID=FBgn0004832,214,374,458,237,342,323,308
ID=FBgn0004837,325,395,493,397,462,418,485
ID=FBgn0004838,16566,14852,18532,18929,18100,14145,13646
ID=FBgn0004852,123,197,205,156,243,173,241
ID=FBgn0004855,359,520,735,431,435,480,512
ID=FBgn0004856,1175,1853,2295,1233,1708,1740,1356
ID=FBgn0004858,141,95,87,154,130,99,116
ID=FBgn0004859,299,174,236,330,212,183,440
ID=FBgn0004860,830,1213,1440,959,1208,1002,985
ID=FBgn0004861,618,920,1167,933,1159,902,993
ID=FBgn0004864,1002,1594,1813,1220,1604,1409,1514
ID=FBgn0004865,130,92,109,175,167,156,151
ID=FBgn0004867,24681,58202,75512,29722,50718,59433,44039
ID=FBgn0004868,3125,4156,5272,3839,4711,4824,4222
ID=FBgn0004870,360,327,382,280,297,167,218
ID=FBgn0004872,1276,1475,1527,862,1116,961,1246
ID=FBgn0004875,2629,4558,5773,3569,5367,3701,3646
ID=FBgn0004876,1159,1658,1871,1130,1707,1255,1200
ID=FBgn0004882,55,73,55,81,108,68,96
ID=FBgn0004888,1935,3208,4174,1892,2997,3028,2815
ID=FBgn0004889,2254,2247,2739,2069,2141,1990,2291
ID=FBgn0004893,327,395,558,596,850,710,668
ID=FBgn0004901,804,1139,1208,910,1056,1095,919
ID=FBgn0004903,864,891,1200,725,948,817,1055
ID=FBgn0004907,9561,7902,10116,9837,8366,8987,12095
ID=FBgn0004908,260,218,274,205,209,232,259
ID=FBgn0004913,1721,1885,2457,1913,2284,2014,2051
ID=FBgn0004914,1080,1394,1940,1249,1864,1500,1433
ID=FBgn0004915,453,757,990,428,541,736,707
ID=FBgn0004919,128,160,150,123,105,107,88
ID=FBgn0004921,2320,2346,2651,2778,2406,2385,2987
ID=FBgn0004924,3272,4313,5676,4012,4638,4278,3998
ID=FBgn0004926,3237,4843,6809,3387,4448,4831,4649
ID=FBgn0004957,222,443,543,233,366,339,392
ID=FBgn0005198,759,1330,1473,837,1303,1064,1070
ID=FBgn0005278,2850,2647,3439,2661,2777,2709,3176
ID=FBgn0005322,888,1076,1403,1023,1230,1265,1202
ID=FBgn0005355,757,1047,1319,609,821,928,863
ID=FBgn0005386,782,893,1048,1010,1187,974,907
ID=FBgn0005411,1264,1720,2311,1438,1525,1679,1422
ID=FBgn0005427,561,575,687,491,500,409,444
ID=FBgn0005533,9626,20514,28508,12778,20899,25488,20434
ID=FBgn0005536,3465,4829,6045,3819,5457,4229,5311
ID=FBgn0005585,20534,30460,41694,20248,24236,26505,21838
ID=FBgn0005593,19950,34798,45866,35241,49249,58758,42689
ID=FBgn0005596,885,1369,1721,955,1550,1217,1068
ID=FBgn0005612,748,1085,1421,922,1027,923,836
ID=FBgn0005616,980,1182,1426,1010,1179,1053,1122
ID=FBgn0005617,1251,1523,1858,1748,1849,1669,1514
ID=FBgn0005624,950,1130,1524,1134,1566,1155,1155
ID=FBgn0005631,1746,2433,2850,1690,2451,1913,2177
ID=FBgn0005632,8534,11140,12920,9600,12442,9991,10210
ID=FBgn0005636,249,396,516,401,838,569,327
ID=FBgn0005640,25996,13942,14989,12246,11135,8882,11887
ID=FBgn0005642,697,1330,1599,915,1390,1250,993
ID=FBgn0005648,1504,1519,1960,1746,1550,1450,1350
ID=FBgn0005649,2566,3543,4278,2485,3418,2754,2837
ID=FBgn0005654,321,495,574,360,537,533,513
ID=FBgn0005655,2229,3768,4687,2394,2696,2990,3037
ID=FBgn0005660,1363,3186,4288,2295,4465,4476,3605
ID=FBgn0005666,564,376,450,411,289,254,551
ID=FBgn0005670,108,155,169,114,185,181,130
ID=FBgn0005671,3793,6326,7629,4072,5800,5565,5811
ID=FBgn0005672,4681,5422,7188,5632,5943,5443,5398
ID=FBgn0005674,4016,6211,7024,4457,6358,5566,5833
ID=FBgn0005683,195,384,546,209,381,376,358
ID=FBgn0005694,712,995,1268,1021,1365,1114,1096
ID=FBgn0005695,256,326,425,247,314,286,311
ID=FBgn0005696,550,967,1140,809,950,1054,859
ID=FBgn0005775,160,89,123,145,106,59,71
ID=FBgn0005777,1496,1588,2113,1615,1697,1634,1810
ID=FBgn0008635,4009,8649,11482,4801,8467,7706,7365
ID=FBgn0010039,1001,860,1253,871,704,972,874
ID=FBgn0010041,121,125,196,101,84,115,84
ID=FBgn0010043,94,107,125,123,151,161,99
ID=FBgn0010051,2515,3550,3798,2970,3804,3248,2979
ID=FBgn0010053,128,143,228,215,227,305,203
ID=FBgn0010078,21867,32610,45692,29830,33897,36298,27382
ID=FBgn0010097,117,195,316,61,92,97,96
ID=FBgn0010100,4197,6874,9189,5727,7375,7558,6964
ID=FBgn0010113,7841,8094,10215,8051,11119,7101,6030
ID=FBgn0010114,239,250,308,250,255,281,338
ID=FBgn0010173,3037,4035,5056,3174,3869,3785,3493
ID=FBgn0010194,1413,1647,2022,1194,1302,1230,1259
ID=FBgn0010198,45589,61869,84693,47187,58601,72817,61909
ID=FBgn0010213,1064,1566,1793,986,1265,1391,1337
ID=FBgn0010215,2573,1721,1859,1988,1889,1623,2882
ID=FBgn0010217,7197,8888,10771,5889,7744,9442,11110
ID=FBgn0010220,553,700,929,672,871,792,740
ID=FBgn0010222,2884,3904,5030,3595,4355,4344,3854
ID=FBgn0010223,30,42,51,98,104,92,136
ID=FBgn0010225,11005,13314,16426,15839,18653,19471,16734
ID=FBgn0010226,189,255,321,177,192,259,191
ID=FBgn0010228,1694,1918,2284,1439,1566,1462,1513
ID=FBgn0010235,2357,3244,4112,2772,3581,3583,3350
ID=FBgn0010238,2140,2828,3921,2226,2503,2172,2046
ID=FBgn0010240,120,149,194,120,109,141,169
ID=FBgn0010246,4434,8361,10696,5765,10449,9330,10605
ID=FBgn0010247,6959,3835,4125,4827,3608,2763,4339
ID=FBgn0010265,23055,34573,49322,32739,34855,41514,35665
ID=FBgn0010269,335,525,648,344,504,465,382
ID=FBgn0010278,3853,5515,7415,4372,5124,5072,3934
ID=FBgn0010280,2933,4561,5930,3956,5509,4524,4189
ID=FBgn0010282,1456,1958,2481,1540,1586,1687,1345
ID=FBgn0010287,135,279,269,159,219,265,261
ID=FBgn0010288,1244,1706,2579,1138,1624,1706,1650
ID=FBgn0010292,440,696,856,624,703,804,861
ID=FBgn0010300,9470,8113,9599,11992,12441,9413,9455
ID=FBgn0010303,4373,6695,8311,5058,7221,6031,5265
ID=FBgn0010309,309,570,712,301,469,482,430
ID=FBgn0010314,441,525,593,260,314,319,458
ID=FBgn0010315,731,831,989,736,801,720,860
ID=FBgn0010316,407,373,457,696,701,529,738
ID=FBgn0010328,5375,8611,10463,6775,10047,8319,8243
ID=FBgn0010329,130,143,168,95,164,98,96
ID=FBgn0010333,3177,3689,5035,3699,3787,3540,3592
ID=FBgn0010339,752,1062,1332,702,805,941,939
ID=FBgn0010340,270,237,243,300,241,220,282
ID=FBgn0010341,7409,7507,9794,8548,7482,7629,8063
ID=FBgn0010342,786,1200,1522,950,1163,1014,1076
ID=FBgn0010348,4780,4504,5646,4399,4137,4414,5230
ID=FBgn0010350,816,714,837,752,830,825,989
ID=FBgn0010352,3046,4645,6039,3310,4748,4238,4510
ID=FBgn0010355,1822,2679,3317,2031,2854,2547,2320
ID=FBgn0010356,445,595,806,458,613,555,651
ID=FBgn0010379,2038,2373,2894,2677,2987,2556,2542
ID=FBgn0010380,2731,5085,6081,3240,5046,4603,4379
ID=FBgn0010382,931,1354,1580,1588,2169,1747,1656
ID=FBgn0010391,1800,3654,4843,1853,3288,3182,2674
ID=FBgn0010395,1681,1720,2089,662,857,778,1542
ID=FBgn0010397,638,950,1110,532,1025,727,813
ID=FBgn0010398,87,147,218,82,133,141,184
ID=FBgn0010399,146,156,154,108,172,112,151
ID=FBgn0010406,1174,1259,1676,1077,1047,1234,1181
ID=FBgn0010408,15473,25955,33363,13730,25382,31693,32046
ID=FBgn0010409,19575,33411,43893,23187,29109,37186,31241
ID=FBgn0010411,17702,35340,48676,22135,29176,37096,36319
ID=FBgn0010412,29495,61651,81140,41903,59532,70085,48674
ID=FBgn0010415,2182,2562,3394,2235,2841,2116,2493
ID=FBgn0010416,985,1758,2275,1169,1577,1569,1550
ID=FBgn0010417,434,605,849,532,607,599,467
ID=FBgn0010421,297,364,395,364,272,308,351
ID=FBgn0010422,885,1157,1653,987,1088,1089,994
ID=FBgn0010434,15568,23510,29980,16948,23037,19618,19881
ID=FBgn0010435,82,98,128,121,111,133,128
ID=FBgn0010438,682,874,1304,845,822,917,936
ID=FBgn0010441,643,981,1287,810,1123,981,1003
ID=FBgn0010470,4971,6933,9437,3647,5123,4938,5212
ID=FBgn0010488,12323,15522,19735,15619,19230,15610,13251
ID=FBgn0010497,156,236,318,89,170,156,204
ID=FBgn0010501,239,347,409,218,291,221,238
ID=FBgn0010504,934,1119,1303,1041,1150,978,1009
ID=FBgn0010516,1449,2329,3046,1804,2562,2750,2674
ID=FBgn0010520,113,149,147,126,145,192,205
ID=FBgn0010531,167,268,350,183,165,220,203
ID=FBgn0010548,1712,2615,3426,2353,2865,2993,2895
ID=FBgn0010549,290,421,539,421,598,591,669
ID=FBgn0010551,3045,4254,6092,2508,3664,3586,3993
ID=FBgn0010583,1216,1866,2211,1440,2208,1855,2218
ID=FBgn0010590,697,1582,2227,695,1288,1433,1520
ID=FBgn0010591,1094,1623,2070,1813,2406,2449,2550
ID=FBgn0010602,1524,2126,2933,1908,2126,2245,2066
ID=FBgn0010607,826,968,1317,968,931,1152,1054
ID=FBgn0010611,2014,3113,4105,1832,3010,3098,2551
ID=FBgn0010612,1207,1930,2344,1184,1531,1899,1805
ID=FBgn0010621,7541,14554,19140,7469,11598,12421,12308
ID=FBgn0010622,184,344,441,183,272,280,259
ID=FBgn0010638,1448,1829,2118,1278,1457,1497,1729
ID=FBgn0010651,520,953,1223,571,939,950,903
ID=FBgn0010660,2155,3023,3393,2273,2819,2511,2731
ID=FBgn0010741,1347,1492,1905,1122,1167,1346,1328
ID=FBgn0010747,1276,2255,3028,1525,2237,2387,2343
ID=FBgn0010750,820,1336,1661,1135,1157,1280,1041
ID=FBgn0010762,2274,3482,4765,2690,4634,3138,2515
ID=FBgn0010768,194,336,482,308,490,417,452
ID=FBgn0010770,465,657,825,660,694,722,690
ID=FBgn0010772,1000,1202,1603,1245,1441,1369,1233
ID=FBgn0010774,1715,1923,2324,2014,2252,1971,2053
ID=FBgn0010786,4357,6562,8081,3316,4711,4361,4438
ID=FBgn0010803,1484,1925,2477,1614,1778,1837,1679
ID=FBgn0010808,719,1194,1519,875,1233,1278,1173
ID=FBgn0010825,2079,3196,3738,2098,3461,2145,1874
ID=FBgn0010830,440,563,857,487,672,556,559
ID=FBgn0010877,2022,3458,4343,2466,4301,3596,3447
ID=FBgn0010894,295,274,326,149,150,137,201
ID=FBgn0010905,2722,3440,4284,2760,3654,2658,2008
ID=FBgn0010909,13774,17051,20483,18205,22441,17513,18401
ID=FBgn0010926,652,968,1358,769,1130,1032,1005
ID=FBgn0011016,2315,2383,3143,1559,1657,1827,1914
ID=FBgn0011020,354,520,636,442,450,409,393
ID=FBgn0011202,1740,2083,2551,1796,2202,1875,1654
ID=FBgn0011204,4236,3382,4192,4841,4476,3687,4116
ID=FBgn0011205,1009,1389,1791,1192,1473,1444,1477
ID=FBgn0011206,673,523,613,1171,1056,738,813
ID=FBgn0011207,1083,1251,1717,1192,1303,1191,1445
ID=FBgn0011211,8655,16730,20689,8791,16333,16005,16022
ID=FBgn0011217,5960,5893,7507,6661,6254,5833,7199
ID=FBgn0011224,4268,3368,4110,4709,4536,3962,4507
ID=FBgn0011225,957,1223,1557,994,1241,1036,1167
ID=FBgn0011227,633,563,806,664,384,537,808
ID=FBgn0011230,13549,22058,23652,15421,25431,19726,22202
ID=FBgn0011232,631,828,1077,632,647,732,704
ID=FBgn0011236,1638,2227,3237,2336,3291,2697,2135
ID=FBgn0011259,5988,2538,2772,6169,4220,2831,2729
ID=FBgn0011260,419,385,454,85,94,76,94
ID=FBgn0011272,22803,42724,53705,29703,45026,48193,34051
ID=FBgn0011274,681,764,845,1113,1104,1046,1412
ID=FBgn0011284,28649,54350,77295,37333,53784,62887,55965
ID=FBgn0011288,31756,12974,13620,17115,11285,9194,12956
ID=FBgn0011289,2139,3200,4305,2877,3635,3373,3456
ID=FBgn0011290,593,801,1050,678,651,732,731
ID=FBgn0011291,177,272,381,230,264,229,262
ID=FBgn0011297,1054,2311,3066,1147,2402,2235,1919
ID=FBgn0011300,1473,1373,1696,1802,1785,1693,1631
ID=FBgn0011305,768,945,1065,564,784,669,572
ID=FBgn0011327,538,618,832,605,612,692,545
ID=FBgn0011335,319,305,422,356,397,384,409
ID=FBgn0011336,3013,5272,6393,2799,4714,4595,5223
ID=FBgn0011361,1487,2115,2801,1465,1844,2167,2716
ID=FBgn0011455,831,1359,1652,1061,1217,1282,1201
ID=FBgn0011474,1247,1273,1679,1388,1483,1226,1259
ID=FBgn0011476,81,82,107,115,64,93,92
ID=FBgn0011481,1646,1681,1836,1881,2221,1442,1615
ID=FBgn0011509,835,854,1063,944,773,865,912
ID=FBgn0011566,288,557,811,253,457,510,507
ID=FBgn0011570,2128,2691,3592,2630,3157,2910,2819
ID=FBgn0011573,1768,2581,3860,1883,2226,2632,2293
ID=FBgn0011576,131,114,151,111,182,146,137
ID=FBgn0011584,1966,2045,2836,2423,2199,2515,2432
ID=FBgn0011586,2671,3172,4582,2889,3183,3124,4172
ID=FBgn0011589,8662,13540,13944,3564,4602,4557,2647
ID=FBgn0011591,123,119,155,99,117,84,73
ID=FBgn0011592,721,760,871,481,538,500,584
ID=FBgn0011604,3733,4144,4994,3559,3809,3814,3965
ID=FBgn0011606,1977,2886,3433,1562,2021,1789,1912
ID=FBgn0011638,3613,4528,5879,4372,4784,4992,4108
ID=FBgn0011640,1398,2399,2962,1517,2415,2142,2096
ID=FBgn0011642,841,441,469,717,515,372,840
ID=FBgn0011648,863,1412,2078,937,1697,1479,1379
ID=FBgn0011656,897,1031,1179,1024,1172,1062,1229
ID=FBgn0011659,468,725,812,638,851,797,737
ID=FBgn0011660,459,555,573,485,509,462,542
ID=FBgn0011661,26719,37455,47638,26712,36294,33016,30766
ID=FBgn0011666,2350,2154,2552,2179,2928,1884,1671
ID=FBgn0011672,897,1155,1441,931,1421,1367,1534
ID=FBgn0011674,2375,3472,4371,2469,3504,3133,3055
ID=FBgn0011676,165,217,360,140,216,167,132
ID=FBgn0011692,2072,2786,3453,1772,2306,2207,2418
ID=FBgn0011703,2466,3019,3871,2888,3322,3253,3672
ID=FBgn0011704,2734,3564,4473,2574,2974,3390,3290
ID=FBgn0011705,2256,1937,2383,1759,2061,1844,2380
ID=FBgn0011708,1396,1766,2361,1942,1825,1974,1579
ID=FBgn0011710,3021,3948,4855,2487,2964,2749,2835
ID=FBgn0011715,986,1436,1847,1135,1253,1284,1201
ID=FBgn0011722,8158,14689,17015,13240,20866,19082,18323
ID=FBgn0011725,1083,1289,1630,1127,1492,1229,1346
ID=FBgn0011726,12135,10126,12885,11099,8700,9378,12828
ID=FBgn0011737,589,945,1174,635,777,794,789
ID=FBgn0011739,3278,3640,4380,3832,4741,3865,3871
ID=FBgn0011740,674,931,1262,725,908,855,862
ID=FBgn0011741,821,1283,1468,775,1051,1158,902
ID=FBgn0011742,2457,2722,3689,2160,2536,2459,2966
ID=FBgn0011745,1711,2217,2963,1724,2129,2249,1955
ID=FBgn0011747,6869,4798,5216,5724,5641,4197,7506
ID=FBgn0011754,887,937,1409,739,784,706,696
ID=FBgn0011760,5534,6123,8502,6656,6031,6111,7636
ID=FBgn0011762,430,545,761,518,683,794,658
ID=FBgn0011763,1863,2562,3320,2197,2526,2528,2769
ID=FBgn0011766,4840,6428,8566,6599,8378,6821,6519
ID=FBgn0011768,1576,2917,3620,1552,2443,2546,2286
ID=FBgn0011769,183,230,242,187,152,158,130
ID=FBgn0011770,351,415,527,228,252,348,324
ID=FBgn0011771,1923,2105,2407,1864,1984,1999,2118
ID=FBgn0011774,607,790,1097,617,694,796,613
ID=FBgn0011785,2095,3607,4200,2497,3517,2852,2692
ID=FBgn0011787,735,1023,1284,849,850,904,892
ID=FBgn0011802,354,373,428,310,292,351,380
ID=FBgn0011817,1010,776,1108,857,766,604,511
ID=FBgn0011818,535,727,1006,598,810,730,792
ID=FBgn0011824,725,1330,1480,647,1201,1061,1354
ID=FBgn0011826,1501,2010,2533,1839,2449,2078,1732
ID=FBgn0011828,38440,71415,77981,44164,65071,58628,59352
ID=FBgn0011829,185,186,223,142,193,129,107
ID=FBgn0011836,601,856,964,667,864,773,721
ID=FBgn0011837,5509,4658,5776,6198,5979,4546,4253
ID=FBgn0012034,1395,2056,2590,1795,2413,2498,2672
ID=FBgn0012036,3898,6454,8689,4980,7023,7736,6491
ID=FBgn0012037,549,1194,1638,434,836,968,1201
ID=FBgn0012051,1640,1954,2406,1476,1889,1937,2196
ID=FBgn0012058,831,1554,1814,1188,1653,1430,1262
ID=FBgn0013263,1917,2745,3438,2408,2865,2345,2377
ID=FBgn0013269,2475,3460,4561,2684,3259,3411,3366
ID=FBgn0013272,12646,14679,17800,18723,19599,19208,20626
ID=FBgn0013275,195,324,437,179,247,233,130
ID=FBgn0013276,167,329,429,181,243,228,122
ID=FBgn0013277,124,155,244,132,147,128,58
ID=FBgn0013278,121,201,256,144,155,180,71
ID=FBgn0013279,104,149,206,143,164,206,77
ID=FBgn0013303,373,160,186,237,239,181,360
ID=FBgn0013305,3423,3452,4427,3699,4005,4332,4609
ID=FBgn0013325,21856,30797,41465,22472,29808,35504,31250
ID=FBgn0013334,1248,1217,1655,1499,1824,1358,1246
ID=FBgn0013343,3743,3688,5199,3822,3840,3197,2452
ID=FBgn0013347,755,830,1127,612,525,661,726
ID=FBgn0013432,506,537,722,484,382,442,525
ID=FBgn0013435,111,154,164,99,136,129,148
ID=FBgn0013531,227,348,505,282,292,327,342
ID=FBgn0013548,512,903,1156,721,1297,1035,1002
ID=FBgn0013563,228,301,399,214,312,315,332
ID=FBgn0013576,2345,2666,3283,3481,4152,3407,3853
ID=FBgn0013672,1721,175,128,328,228,97,1411
ID=FBgn0013674,22488,5292,4667,7004,5576,3791,13943
ID=FBgn0013675,4916,1777,1759,2854,1578,1530,3746
ID=FBgn0013676,12324,4268,3909,3867,3290,2788,8149
ID=FBgn0013678,5787,717,541,1018,797,504,5001
ID=FBgn0013679,2301,136,102,1035,110,53,512
ID=FBgn0013684,2988,581,375,426,427,359,2535
ID=FBgn0013686,308392,72131,64988,79645,56194,65364,104027
ID=FBgn0013717,333,470,609,328,456,459,468
ID=FBgn0013718,317,305,451,373,512,356,466
ID=FBgn0013720,382,541,730,284,343,403,439
ID=FBgn0013726,2072,3098,3865,2196,3214,2691,2534
ID=FBgn0013732,177,198,231,149,138,125,140
ID=FBgn0013733,27270,35866,39450,34909,46793,33702,36827
ID=FBgn0013746,1097,1547,1961,1206,1634,1664,1919
ID=FBgn0013749,523,384,555,474,492,499,788
ID=FBgn0013750,2163,2035,2574,2513,2392,2558,2725
ID=FBgn0013753,503,857,1077,564,673,787,591
ID=FBgn0013756,5724,6827,7866,6162,7233,5787,5529
ID=FBgn0013759,3052,4146,5538,3424,4768,3779,4145
ID=FBgn0013762,272,435,599,312,390,403,458
ID=FBgn0013763,14419,28347,37872,24198,43507,51307,35278
ID=FBgn0013764,701,1353,1814,944,1484,1389,1071
ID=FBgn0013765,3752,4082,5043,2744,3165,2841,2822
ID=FBgn0013770,26886,37932,50424,36215,47397,47388,41766
ID=FBgn0013771,109,126,126,56,99,77,73
ID=FBgn0013773,188,240,260,157,175,147,160
ID=FBgn0013799,778,1096,1424,907,1147,1035,1092
ID=FBgn0013810,688,737,813,432,585,581,682
ID=FBgn0013811,211,306,410,414,670,594,415
ID=FBgn0013954,4317,6519,8486,4402,5141,5563,5751
ID=FBgn0013981,3635,4583,6200,4820,4139,5209,5816
ID=FBgn0013983,614,888,1030,527,760,810,849
ID=FBgn0013987,2211,3303,4333,2725,3430,3193,3232
ID=FBgn0013997,2309,3110,3439,1765,2437,2081,2636
ID=FBgn0014006,1415,1929,2518,1461,1939,1645,1876
ID=FBgn0014007,1902,1681,1845,2119,1911,1487,1870
ID=FBgn0014009,1745,1887,2860,2232,2419,2438,2472
ID=FBgn0014010,2910,2898,3985,3754,3553,3372,3667
ID=FBgn0014011,1912,1895,2430,1581,1866,1572,1837
ID=FBgn0014018,2517,3346,4238,3078,3511,3526,3045
ID=FBgn0014020,12505,11657,14541,13706,11988,11629,18215
ID=FBgn0014022,332,340,376,402,277,289,312
ID=FBgn0014023,548,787,947,524,683,682,696
ID=FBgn0014024,1112,1857,2256,1120,1959,1806,1761
ID=FBgn0014026,30919,49047,67584,39808,52236,57277,47828
ID=FBgn0014028,1737,3273,4193,2388,3398,2916,2758
ID=FBgn0014029,3142,5573,7396,2340,4009,4010,3382
ID=FBgn0014032,238,251,355,213,198,277,217
ID=FBgn0014033,4638,6829,8374,6650,7722,8169,12454
ID=FBgn0014037,6217,7901,10452,7001,8390,7136,5838
ID=FBgn0014075,2756,3203,3616,2867,3197,3025,3340
ID=FBgn0014092,359,357,407,330,242,309,352
ID=FBgn0014127,1217,1444,1702,941,1210,1155,1193
ID=FBgn0014133,2656,4199,5596,3434,4938,4272,4036
ID=FBgn0014135,191,209,205,225,166,157,57
ID=FBgn0014141,15240,29872,33371,20539,36705,29162,37572
ID=FBgn0014163,5317,5220,7292,4156,4415,3813,2409
ID=FBgn0014184,7303,8020,10184,7222,8369,8149,10256
ID=FBgn0014189,3322,5175,6783,4076,5569,5326,6073
ID=FBgn0014269,541,971,1237,822,949,935,806
ID=FBgn0014340,606,804,958,682,814,716,717
ID=FBgn0014342,213,277,347,200,209,232,244
ID=FBgn0014366,638,789,907,672,722,728,673
ID=FBgn0014380,1286,1513,1964,1314,1338,1574,1945
ID=FBgn0014388,24381,25906,34360,31418,37024,28160,21446
ID=FBgn0014391,743,863,1223,717,702,823,1032
ID=FBgn0014411,1738,2627,3318,2347,2552,2365,2121
ID=FBgn0014417,1079,1584,1951,1545,1794,1758,2003
ID=FBgn0014427,127,167,230,143,153,201,155
ID=FBgn0014455,2113,3458,4135,2183,2951,3191,3377
ID=FBgn0014469,713,975,1131,952,1234,1164,1189
ID=FBgn0014857,1459,2062,2842,1737,2320,2460,2054
ID=FBgn0014861,1569,2414,2762,1671,2055,2043,2018
ID=FBgn0014868,3048,5288,6758,3145,4837,5134,4427
ID=FBgn0014869,1466,2599,3257,1168,1611,1569,1576
ID=FBgn0014870,974,1135,1428,994,1514,1003,1058
ID=FBgn0014877,454,432,670,426,468,423,478
ID=FBgn0014879,1229,1367,1932,1197,1128,1193,1289
ID=FBgn0014906,2884,4106,5145,4130,5124,5303,5483
ID=FBgn0014930,297,392,519,261,320,416,339
ID=FBgn0014931,292,278,336,287,311,370,416
ID=FBgn0015000,925,1149,1561,1108,1137,1244,1190
ID=FBgn0015019,5134,10505,13659,6149,9873,9802,8907
ID=FBgn0015024,3027,2971,3819,3750,3154,2938,2895
ID=FBgn0015025,111,87,130,130,85,113,81
ID=FBgn0015031,1303,1409,1748,753,1002,1355,1969
ID=FBgn0015037,150,189,225,162,170,188,196
ID=FBgn0015040,270,329,449,265,228,237,76
ID=FBgn0015075,543,881,1085,499,768,729,740
ID=FBgn0015218,2440,2919,3982,3116,3068,3139,3450
ID=FBgn0015221,613,321,435,394,330,328,504
ID=FBgn0015222,8301,12939,17490,8990,12953,13309,10421
ID=FBgn0015229,823,774,859,696,780,703,669
ID=FBgn0015239,452,747,827,577,699,689,570
ID=FBgn0015240,416,624,821,547,766,710,745
ID=FBgn0015245,6573,14734,20277,5967,12231,11929,10911
ID=FBgn0015247,1346,2322,3111,1378,2324,2523,2268
ID=FBgn0015268,5280,8515,11067,7059,9640,10397,8927
ID=FBgn0015269,1311,1553,1794,1316,1567,1300,1654
ID=FBgn0015270,361,438,576,358,489,491,523
ID=FBgn0015271,234,238,370,248,296,316,266
ID=FBgn0015277,398,1054,1250,503,1062,1082,909
ID=FBgn0015278,1631,2322,2813,1663,2404,2063,2280
ID=FBgn0015279,2417,3375,4186,2599,3274,3108,3197
ID=FBgn0015282,1812,3133,4122,2064,2729,2774,2566
ID=FBgn0015283,952,1505,1916,1044,1318,1369,1405
ID=FBgn0015286,1106,757,1008,1161,1118,946,1152
ID=FBgn0015288,9845,14827,18340,11852,18317,17262,17036
