	sampleGSM461176	sampleGSM461177	sampleGSM461178	sampleGSM461179	sampleGSM461180	sampleGSM461181	sampleGSM461182
ID=FBgn0003130	3	0	0	4	2	0	1
ID=FBgn0003132	5	0	0	9	0	2	1
ID=FBgn0003134	1551	1579	1555	1231	1498	1954	1395
ID=FBgn0003137	3361	4804	3947	6245	9077	10606	4282
ID=FBgn0003139	541	744	859	605	976	1190	844
ID=FBgn0003140	0	0	0	0	0	0	0
ID=FBgn0003141	491	364	439	352	425	554	481
ID=FBgn0003145	0	0	0	0	0	2	1
ID=FBgn0003149	5	20	7	12	23	23	13
ID=FBgn0003159	1023	1090	878	910	1083	1319	761
ID=FBgn0003162	85	114	104	106	136	155	75
ID=FBgn0003165	14764	13241	9433	17754	11613	13404	6648
ID=FBgn0003169	1635	1972	1816	1379	1747	2168	1920
ID=FBgn0003174	1	4	2	6	6	9	5
ID=FBgn0003175	2740	4120	3023	1796	2919	3605	2864
ID=FBgn0003187	9	12	10	12	17	33	13
ID=FBgn0003189	3397	6029	5313	3047	5651	6500	5577
ID=FBgn0003204	1210	1919	1727	1085	1653	2068	1673
ID=FBgn0003205	2481	2963	2834	2301	2850	3718	3336
ID=FBgn0003206	1044	948	1052	1013	980	1349	1164
ID=FBgn0003209	1733	1957	1762	2273	2139	2737	1882
ID=FBgn0003210	1357	1858	1693	1411	1913	2452	1638
ID=FBgn0003218	657	1134	995	729	1071	1236	1004
ID=FBgn0003227	287	383	334	369	386	516	326
ID=FBgn0003231	3711	4041	3880	3013	3399	4657	3432
ID=FBgn0003248	1	4	0	1	4	4	2
ID=FBgn0003249	0	0	0	0	0	4	0
ID=FBgn0003250	965	1130	901	1026	1031	1242	1011
ID=FBgn0003254	7	1	4	7	2	6	4
ID=FBgn0003255	19	27	29	27	24	65	18
ID=FBgn0003256	1605	1560	1089	1888	1003	1249	1559
ID=FBgn0003257	758	1166	1139	974	1450	1678	1382
ID=FBgn0003261	17862	21869	18920	14216	17635	22361	16525
ID=FBgn0003267	151	330	260	160	228	358	197
ID=FBgn0003268	2279	2859	2687	2536	3319	3682	3213
ID=FBgn0003270	0	0	0	0	0	0	0
ID=FBgn0003274	20882	30298	33700	26013	33977	39903	31773
ID=FBgn0003275	653	725	864	628	847	1092	780
ID=FBgn0003277	11339	15056	12951	9652	14768	17444	11839
ID=FBgn0003278	803	803	833	720	764	948	867
ID=FBgn0003279	53331	93757	91761	37205	80925	103085	71417
ID=FBgn0003285	17	38	26	19	35	33	14
ID=FBgn0003292	3	4	2	3	6	0	3
ID=FBgn0003295	14	35	13	15	17	23	15
ID=FBgn0003300	9	0	6	0	0	2	2
ID=FBgn0003301	12182	11144	8782	24828	13236	13962	12514
ID=FBgn0003302	102	132	96	59	105	115	75
ID=FBgn0003308	220	358	357	143	283	368	376
ID=FBgn0003310	1338	2028	1561	1360	1835	2387	1696
ID=FBgn0003312	2	6	0	1	6	3	11
ID=FBgn0003313	0	3	2	1	2	0	5
ID=FBgn0003317	1093	1345	1406	1664	2012	2533	1436
ID=FBgn0003319	19	17	6	22	25	10	15
ID=FBgn0003321	5051	5288	5478	3232	3455	4712	5392
ID=FBgn0003326	69	24	20	50	17	36	32
ID=FBgn0003330	605	760	842	514	965	1176	688
ID=FBgn0003334	1614	2290	1873	1382	1852	2447	1720
ID=FBgn0003339	0	0	0	1	0	0	0
ID=FBgn0003345	3871	3892	3402	3700	3723	4297	3767
ID=FBgn0003346	1733	1851	1992	1674	1972	2724	2106
ID=FBgn0003353	450	715	735	578	766	1044	921
ID=FBgn0003356	0	0	0	1	0	0	0
ID=FBgn0003357	0	0	0	0	0	2	0
ID=FBgn0003358	1	0	2	0	6	0	0
ID=FBgn0003360	8191	7792	8334	1094	1229	1497	10664
ID=FBgn0003366	31	29	35	4	11	12	24
ID=FBgn0003371	6497	8108	5875	4860	5119	6245	6429
ID=FBgn0003372	1	16	5	8	8	5	3
ID=FBgn0003373	1	4	2	1	0	0	1
ID=FBgn0003374	0	0	0	0	0	0	0
ID=FBgn0003375	0	0	0	0	0	0	0
ID=FBgn0003377	0	2	1	0	1	0	1
ID=FBgn0003378	2	0	0	0	2	2	1
ID=FBgn0003380	14	20	9	23	9	12	9
ID=FBgn0003382	3	2	2	2	5	6	1
ID=FBgn0003386	25	23	20	23	18	14	16
ID=FBgn0003388	13	14	6	9	6	18	8
ID=FBgn0003390	414	592	603	362	671	805	515
ID=FBgn0003391	817	1317	1172	747	1255	1528	1426
ID=FBgn0003392	2772	3582	3305	2722	3036	3801	3958
ID=FBgn0003396	4762	6321	4606	3287	4450	5274	4050
ID=FBgn0003401	220	236	290	258	353	440	235
ID=FBgn0003410	958	1119	896	1016	1027	1238	1002
ID=FBgn0003411	0	0	2	0	0	4	1
ID=FBgn0003415	3271	4139	3096	3478	3818	4252	3087
ID=FBgn0003416	1048	1569	1322	1277	1498	1815	1591
ID=FBgn0003423	572	674	624	582	694	897	820
ID=FBgn0003429	7	4	0	2	2	0	1
ID=FBgn0003430	0	2	0	0	0	0	0
ID=FBgn0003435	306	351	227	295	273	291	187
ID=FBgn0003444	667	629	587	767	676	778	594
ID=FBgn0003447	451	484	447	519	583	806	354
ID=FBgn0003448	1	0	0	0	1	2	0
ID=FBgn0003449	557	565	612	531	561	824	560
ID=FBgn0003450	2	0	5	6	0	0	6
ID=FBgn0003459	794	873	767	722	784	1035	771
ID=FBgn0003460	2	2	2	4	4	1	3
ID=FBgn0003462	1322	1967	2168	1114	2054	2716	1969
ID=FBgn0003463	1541	2092	1795	1310	1727	2389	1350
ID=FBgn0003464	3289	5909	5097	3244	5679	7371	4682
ID=FBgn0003475	2755	4283	2968	2790	3964	5090	3127
ID=FBgn0003479	353	570	565	366	592	818	525
ID=FBgn0003480	67	57	86	68	70	86	64
ID=FBgn0003482	38	38	43	33	43	47	61
ID=FBgn0003483	696	957	895	789	1074	1223	1009
ID=FBgn0003486	3	2	2	19	4	4	13
ID=FBgn0003495	5966	4892	4917	5282	5536	7126	6193
ID=FBgn0003499	51	56	51	58	51	66	32
ID=FBgn0003502	888	1261	1192	1369	1949	2532	1094
ID=FBgn0003507	6319	8743	7142	4068	6594	7923	7480
ID=FBgn0003510	491	547	561	380	574	855	477
ID=FBgn0003511	491	547	561	380	574	855	477
ID=FBgn0003512	906	1345	1356	772	1348	1708	1032
ID=FBgn0003513	0	2	4	1	2	6	2
ID=FBgn0003514	3371	5074	5236	3529	5679	7529	5754
ID=FBgn0003515	1	6	4	6	5	4	7
ID=FBgn0003517	72033	115194	120821	61612	125906	160024	100385
ID=FBgn0003520	2270	2831	2217	2149	2547	3213	2109
ID=FBgn0003525	2048	2004	1838	1006	1254	1635	1656
ID=FBgn0003527	30	49	45	25	30	40	44
ID=FBgn0003545	647	737	760	609	773	942	952
ID=FBgn0003557	2990	4040	3467	2271	3014	3651	3371
ID=FBgn0003559	1638	2089	2152	1691	2016	2636	2223
ID=FBgn0003567	1079	1147	1052	910	1130	1378	1226
ID=FBgn0003575	1137	1432	1279	774	1106	1334	1016
ID=FBgn0003598	966	1339	1277	979	1454	1722	1254
ID=FBgn0003607	3221	2893	2833	2580	2639	3552	3231
ID=FBgn0003612	1911	2354	2201	1642	2224	2834	2378
ID=FBgn0003638	1847	2559	2219	1454	2001	2592	1942
ID=FBgn0003651	4	4	2	5	6	0	1
ID=FBgn0003654	853	1232	1046	663	1089	1279	1216
ID=FBgn0003655	168	223	220	121	182	231	237
ID=FBgn0003656	1510	2144	1850	1429	2091	2918	1547
ID=FBgn0003660	3090	3103	3464	2341	2937	4215	3762
ID=FBgn0003676	3719	5399	5691	4335	6495	8541	5449
ID=FBgn0003683	0	0	0	1	0	0	1
ID=FBgn0003687	334	431	462	327	466	647	398
ID=FBgn0003701	633	804	747	597	747	835	889
ID=FBgn0003710	19	19	13	13	7	15	13
ID=FBgn0003714	292	286	257	280	370	487	321
ID=FBgn0003716	1860	1879	1957	2132	2097	2495	1890
ID=FBgn0003719	0	4	0	1	4	2	1
ID=FBgn0003720	1	2	0	1	0	2	0
ID=FBgn0003721	5421	5117	4342	5453	4149	5236	6192
ID=FBgn0003731	234	385	270	197	255	341	171
ID=FBgn0003733	8	11	4	3	5	8	18
ID=FBgn0003741	151	151	185	153	195	255	143
ID=FBgn0003742	321	500	466	307	477	601	503
ID=FBgn0003744	1096	1171	1170	769	1072	1332	1090
ID=FBgn0003747	14	29	8	7	27	18	10
ID=FBgn0003748	853	1068	1073	1562	2256	2696	1249
ID=FBgn0003751	19	21	34	31	31	34	36
ID=FBgn0003861	0	0	0	0	2	0	1
ID=FBgn0003862	5472	6317	4643	3718	3983	4512	4331
ID=FBgn0003863	0	0	0	0	0	2	1
ID=FBgn0003865	2	2	3	1	0	2	1
ID=FBgn0003866	3160	3140	2731	2437	2791	3304	2715
ID=FBgn0003867	2	2	0	7	2	8	2
ID=FBgn0003870	2084	2217	1919	1534	1768	2066	1832
ID=FBgn0003882	1098	1197	1229	958	1208	1536	1210
ID=FBgn0003884	25378	44790	44980	37822	71147	90903	50423
ID=FBgn0003885	3363	2799	2720	3908	3931	4253	3502
ID=FBgn0003886	268	416	412	412	719	1071	469
ID=FBgn0003889	102	3	13	85	9	11	11
ID=FBgn0003890	1865	2611	2188	1459	1819	2331	2884
ID=FBgn0003891	16418	20394	16706	11400	13863	16159	16350
ID=FBgn0003892	965	1311	995	724	1004	1190	971
ID=FBgn0003896	2	4	4	2	9	0	2
ID=FBgn0003900	23	24	16	20	10	21	29
ID=FBgn0003916	5	0	0	21	2	0	0
ID=FBgn0003920	11	0	0	13	0	0	2
ID=FBgn0003922	11	0	4	18	5	8	3
ID=FBgn0003923	5	0	2	24	3	0	0
ID=FBgn0003930	27	2	0	44	0	4	3
ID=FBgn0003931	6	2	0	8	0	2	0
ID=FBgn0003933	3	2	0	4	0	0	0
ID=FBgn0003934	1	0	0	4	0	0	0
ID=FBgn0003935	7	0	0	7	0	0	2
ID=FBgn0003936	0	0	0	3	0	0	0
ID=FBgn0003938	11	4	0	19	0	0	1
ID=FBgn0003941	27801	24418	30994	20165	26509	36260	27771
ID=FBgn0003942	33951	31254	41760	26978	31539	45001	34768
ID=FBgn0003943	13127	17525	17827	14621	21356	26193	16506
ID=FBgn0003944	2	0	0	4	1	2	3
ID=FBgn0003950	244	372	337	203	277	348	317
ID=FBgn0003961	3	6	5	5	6	10	4
ID=FBgn0003963	15728	17516	13153	10126	10879	12484	11859
ID=FBgn0003964	1323	2063	1871	1259	1851	2351	1576
ID=FBgn0003965	0	0	2	0	0	0	0
ID=FBgn0003969	1972	2570	2521	2228	2738	3260	3166
ID=FBgn0003975	8	3	2	8	3	10	10
ID=FBgn0003977	1435	2777	2293	1380	2598	3248	2071
ID=FBgn0003978	415	766	740	377	796	929	705
ID=FBgn0003979	0	0	5	2	0	0	1
ID=FBgn0003980	0	0	0	0	2	0	1
ID=FBgn0003983	0	2	2	2	1	4	3
ID=FBgn0003984	154	131	114	106	103	103	96
ID=FBgn0003996	67	76	125	108	148	185	54
ID=FBgn0003997	211	247	175	150	93	165	53
ID=FBgn0004003	4	0	2	2	0	4	4
ID=FBgn0004034	284	226	323	415	344	459	203
ID=FBgn0004045	4	0	2	1	2	4	4
ID=FBgn0004047	42	78	70	33	75	82	36
ID=FBgn0004049	1180	1351	1048	947	1044	1493	1217
ID=FBgn0004050	795	1100	939	752	1029	1388	649
ID=FBgn0004052	5	2	2	3	10	0	6
ID=FBgn0004053	1	0	0	0	0	0	0
ID=FBgn0004054	0	0	0	0	0	0	0
ID=FBgn0004055	1569	1665	1650	1428	1666	2118	1903
ID=FBgn0004057	672	1437	1324	594	1199	1706	1371
ID=FBgn0004066	2717	3504	3733	3188	4274	5570	2236
ID=FBgn0004087	234	262	361	255	292	416	294
ID=FBgn0004101	495	636	506	449	624	639	530
ID=FBgn0004102	1	1	0	3	1	2	2
ID=FBgn0004103	6298	5855	6107	4899	6198	7396	6405
ID=FBgn0004106	496	540	518	613	567	633	715
ID=FBgn0004107	273	260	275	273	380	425	377
ID=FBgn0004108	374	687	676	651	1216	1582	588
ID=FBgn0004110	0	3	11	9	7	8	6
ID=FBgn0004117	3	0	2	1	1	0	1
ID=FBgn0004118	31	27	28	41	37	40	52
ID=FBgn0004132	695	710	753	569	766	1114	676
ID=FBgn0004133	1455	1719	1556	1146	1310	1956	1619
ID=FBgn0004143	0	0	0	0	0	0	0
ID=FBgn0004167	52019	70785	54968	41355	63018	65728	52126
ID=FBgn0004168	2	0	5	0	2	2	1
ID=FBgn0004169	32	49	27	30	40	62	19
ID=FBgn0004170	0	0	0	0	0	0	0
ID=FBgn0004171	0	0	2	2	1	0	1
ID=FBgn0004172	0	0	0	0	0	0	0
ID=FBgn0004173	0	0	0	0	0	0	0
ID=FBgn0004174	0	0	0	0	0	0	0
ID=FBgn0004175	0	0	0	0	0	0	0
ID=FBgn0004177	6294	6510	5906	5592	5815	8144	5742
ID=FBgn0004179	1432	1356	1369	1463	1295	1584	1659
ID=FBgn0004181	0	0	0	0	0	0	0
ID=FBgn0004183	3	0	2	18	0	2	1
ID=FBgn0004185	10	0	0	22	0	0	1
ID=FBgn0004186	9	0	0	18	0	0	0
ID=FBgn0004187	5	6	0	19	1	0	0
ID=FBgn0004188	17	12	10	64	9	11	22
ID=FBgn0004189	15	5	8	64	4	8	11
ID=FBgn0004190	27	12	12	86	12	6	8
ID=FBgn0004191	17	2	4	28	3	9	3
ID=FBgn0004192	12	2	5	16	4	2	2
ID=FBgn0004197	1426	2219	1863	1002	1513	1936	1911
ID=FBgn0004198	7919	8618	6167	5403	5416	6752	4128
ID=FBgn0004227	1211	1515	1375	1029	1347	1695	1573
ID=FBgn0004228	0	5	0	1	0	0	2
ID=FBgn0004237	4710	7367	5658	3749	6306	8647	5551
ID=FBgn0004240	1	0	4	0	2	0	2
ID=FBgn0004242	4931	3257	2132	4555	1559	1752	2231
ID=FBgn0004244	4	4	1	5	1	4	5
ID=FBgn0004359	90	130	129	159	184	197	106
ID=FBgn0004360	29	40	43	28	26	44	9
ID=FBgn0004362	4123	4169	4045	4285	4890	5740	5161
ID=FBgn0004363	5549	6944	7939	5719	8653	10820	8559
ID=FBgn0004367	547	851	774	600	1009	1234	825
ID=FBgn0004368	1651	2364	2046	1783	2832	3622	2515
ID=FBgn0004369	1396	2015	1646	1324	1227	1555	1637
ID=FBgn0004370	7873	6770	4995	7178	4731	5435	4797
ID=FBgn0004372	0	0	0	2	0	2	0
ID=FBgn0004373	3878	5001	3887	3891	4714	5522	4396
ID=FBgn0004374	997	1589	1505	877	1451	1839	1339
ID=FBgn0004378	1782	2576	2403	1782	2680	3316	2620
ID=FBgn0004379	730	873	917	720	997	1207	898
ID=FBgn0004380	695	966	1028	665	948	1194	913
ID=FBgn0004381	427	617	612	437	642	903	587
ID=FBgn0004387	2128	3239	2719	1623	2433	3114	2987
ID=FBgn0004389	0	0	0	0	0	0	1
ID=FBgn0004390	2212	3494	2694	2484	3788	5078	3063
ID=FBgn0004391	1271	1979	1762	1208	2087	2599	1702
ID=FBgn0004394	0	0	0	1	2	3	0
ID=FBgn0004395	942	1119	957	857	834	1106	1054
ID=FBgn0004396	2706	2466	1648	5242	4107	5281	1639
ID=FBgn0004397	3085	4965	3835	2548	3984	4839	3747
ID=FBgn0004400	275	263	246	444	287	396	315
ID=FBgn0004401	6929	10221	8349	6683	9666	12569	7163
ID=FBgn0004403	17580	27768	35364	15508	29941	39284	23721
ID=FBgn0004404	9055	10911	13748	7838	11666	14415	12172
ID=FBgn0004406	568	961	846	588	1000	1341	785
ID=FBgn0004407	439	468	447	353	493	707	472
ID=FBgn0004414	0	0	0	0	0	0	0
ID=FBgn0004419	1831	1581	1554	2100	1670	1928	1931
ID=FBgn0004425	0	0	0	1	0	0	0
ID=FBgn0004426	0	0	0	1	0	0	0
ID=FBgn0004427	0	0	0	1	0	0	2
ID=FBgn0004428	0	0	0	0	4	0	0
ID=FBgn0004429	0	0	0	0	0	0	0
ID=FBgn0004430	0	0	0	0	0	0	0
ID=FBgn0004431	3	7	8	4	12	19	7
ID=FBgn0004432	6513	7663	8575	7993	9609	12731	9929
ID=FBgn0004435	1320	1139	954	1877	1199	1352	1679
ID=FBgn0004436	2784	1923	1847	2257	1653	1998	2302
ID=FBgn0004449	2988	4131	3159	2388	3317	3705	2963
ID=FBgn0004456	4699	5513	4742	3804	4517	5453	6020
ID=FBgn0004463	660	828	848	700	886	1119	881
ID=FBgn0004465	569	903	839	573	1023	1262	936
ID=FBgn0004507	1402	1806	1759	1994	3404	4408	1150
ID=FBgn0004509	1972	2534	2052	1712	2128	2711	2129
ID=FBgn0004510	492	794	816	462	822	1025	734
ID=FBgn0004511	28	24	21	22	24	32	21
ID=FBgn0004512	341	614	628	404	751	1024	416
ID=FBgn0004513	1	2	4	2	2	2	1
ID=FBgn0004514	8	7	0	13	12	17	5
ID=FBgn0004516	6	1	1	0	2	4	1
ID=FBgn0004552	4	7	2	6	5	8	4
ID=FBgn0004554	0	0	2	0	0	0	0
ID=FBgn0004556	465	496	430	320	396	505	416
ID=FBgn0004567	0	4	2	1	0	0	0
ID=FBgn0004569	459	508	408	385	393	450	375
ID=FBgn0004573	6	2	0	10	9	13	6
ID=FBgn0004574	2767	4640	4510	2388	4419	5708	4424
ID=FBgn0004575	4963	3284	2217	4445	1726	1851	2188
ID=FBgn0004577	366	572	554	383	682	852	626
ID=FBgn0004580	6	6	3	8	11	10	5
ID=FBgn0004581	208	264	244	187	282	399	301
ID=FBgn0004583	3874	3986	3169	3338	3908	4704	3671
ID=FBgn0004584	1893	2085	2115	2111	2731	3468	1574
ID=FBgn0004587	3649	5256	4585	3300	5337	6507	5339
ID=FBgn0004588	0	2	0	0	0	0	0
ID=FBgn0004589	0	0	0	0	0	0	0
ID=FBgn0004590	0	0	0	0	0	0	0
ID=FBgn0004591	0	0	0	0	0	0	0
ID=FBgn0004592	0	0	0	0	0	0	0
ID=FBgn0004593	0	0	0	0	0	0	0
ID=FBgn0004594	0	0	0	0	0	0	0
ID=FBgn0004595	463	569	382	310	397	506	250
ID=FBgn0004597	240	315	329	386	413	583	343
ID=FBgn0004598	3353	5253	4569	2955	4870	5806	4794
ID=FBgn0004606	23343	30073	19991	14845	19456	24863	20591
ID=FBgn0004607	31	14	15	14	24	18	25
ID=FBgn0004611	1400	1454	1153	1480	1196	1428	1260
ID=FBgn0004618	0	0	2	4	0	4	2
ID=FBgn0004619	1	4	0	0	2	0	2
ID=FBgn0004620	0	0	0	0	0	0	1
ID=FBgn0004622	1	0	2	1	2	0	1
ID=FBgn0004623	1	1	2	2	4	11	2
ID=FBgn0004629	1357	1504	1988	1377	1658	2301	1141
ID=FBgn0004635	717	1094	728	544	654	915	924
ID=FBgn0004636	7045	6680	6279	6595	7234	8994	6121
ID=FBgn0004638	1889	1610	1396	2139	1492	1804	2082
ID=FBgn0004643	1004	1656	1644	1137	1898	2547	1429
ID=FBgn0004644	11	9	8	4	4	12	11
ID=FBgn0004646	67	75	83	164	188	280	56
ID=FBgn0004647	5099	7319	6354	4362	6309	7418	5595
ID=FBgn0004648	1415	1571	1384	1351	1668	1970	1704
ID=FBgn0004649	1	0	0	0	5	2	1
ID=FBgn0004650	206	197	199	103	125	181	175
ID=FBgn0004652	4806	5360	3841	3048	2738	3503	3637
ID=FBgn0004654	1701	2852	2698	1574	2944	3825	2523
ID=FBgn0004655	2196	2970	2295	1691	2716	2937	2332
ID=FBgn0004656	10733	15217	10398	9092	11196	13330	8288
ID=FBgn0004657	6390	9511	8290	5397	8556	10479	9948
ID=FBgn0004666	3	3	0	1	2	10	1
ID=FBgn0004687	2652	3520	3521	2395	2879	3497	3559
ID=FBgn0004698	3077	3399	3245	3254	3364	4235	3276
ID=FBgn0004777	0	0	0	0	1	0	0
ID=FBgn0004778	0	0	0	0	0	0	0
ID=FBgn0004779	0	0	0	0	0	0	0
ID=FBgn0004780	0	0	0	0	0	0	0
ID=FBgn0004781	0	0	0	0	0	0	0
ID=FBgn0004782	0	0	0	0	0	0	0
ID=FBgn0004783	0	0	0	0	0	0	0
ID=FBgn0004784	0	0	0	0	0	1	0
ID=FBgn0004795	4	9	6	6	9	6	6
ID=FBgn0004797	3753	3798	3375	4451	4404	4994	4057
ID=FBgn0004811	612	891	915	600	923	1216	942
ID=FBgn0004828	11849	14241	14205	11044	14613	19042	11484
ID=FBgn0004832	237	342	323	214	374	458	308
ID=FBgn0004837	397	462	418	325	395	493	485
ID=FBgn0004838	18929	18100	14145	16566	14852	18532	13646
ID=FBgn0004839	26	12	18	4	2	20	7
ID=FBgn0004841	1	2	0	1	0	2	1
ID=FBgn0004842	52	36	28	68	30	33	40
ID=FBgn0004852	156	243	173	123	197	205	241
ID=FBgn0004854	1	0	0	1	0	0	1
ID=FBgn0004855	431	435	480	359	520	735	512
ID=FBgn0004856	1233	1708	1740	1175	1853	2295	1356
ID=FBgn0004858	154	130	99	141	95	87	116
ID=FBgn0004859	330	212	183	299	174	236	440
ID=FBgn0004860	959	1208	1002	830	1213	1440	985
ID=FBgn0004861	933	1159	902	618	920	1167	993
ID=FBgn0004862	0	0	0	0	0	0	0
ID=FBgn0004863	2	0	1	0	1	2	1
ID=FBgn0004864	1220	1604	1409	1002	1594	1813	1514
ID=FBgn0004865	175	167	156	130	92	109	151
ID=FBgn0004867	29722	50718	59433	24681	58202	75512	44039
ID=FBgn0004868	3839	4711	4824	3125	4156	5272	4222
ID=FBgn0004870	280	297	167	360	327	382	218
ID=FBgn0004872	862	1116	961	1276	1475	1527	1246
ID=FBgn0004875	3569	5367	3701	2629	4558	5773	3646
ID=FBgn0004876	1130	1707	1255	1159	1658	1871	1200
ID=FBgn0004878	3	8	4	6	5	4	5
ID=FBgn0004880	1	0	0	4	3	2	0
ID=FBgn0004882	81	108	68	55	73	55	96
ID=FBgn0004885	46	32	42	48	26	35	25
ID=FBgn0004888	1892	2997	3028	1935	3208	4174	2815
ID=FBgn0004889	2069	2141	1990	2254	2247	2739	2291
ID=FBgn0004892	0	0	0	0	0	0	0
ID=FBgn0004893	596	850	710	327	395	558	668
ID=FBgn0004895	0	0	0	1	0	2	0
ID=FBgn0004896	5	7	6	6	0	4	6
ID=FBgn0004897	0	0	0	0	0	2	0
ID=FBgn0004898	0	0	0	0	0	0	0
ID=FBgn0004901	910	1056	1095	804	1139	1208	919
ID=FBgn0004903	725	948	817	864	891	1200	1055
ID=FBgn0004907	9837	8366	8987	9561	7902	10116	12095
ID=FBgn0004908	205	209	232	260	218	274	259
ID=FBgn0004910	5	4	3	4	0	2	5
ID=FBgn0004911	0	0	0	0	0	0	1
ID=FBgn0004913	1913	2284	2014	1721	1885	2457	2051
ID=FBgn0004914	1249	1864	1500	1080	1394	1940	1433
ID=FBgn0004915	428	541	736	453	757	990	707
ID=FBgn0004919	123	105	107	128	160	150	88
ID=FBgn0004921	2778	2406	2385	2320	2346	2651	2987
ID=FBgn0004924	4012	4638	4278	3272	4313	5676	3998
ID=FBgn0004926	3387	4448	4831	3237	4843	6809	4649
ID=FBgn0004956	1	2	2	1	0	0	0
ID=FBgn0004957	233	366	339	222	443	543	392
ID=FBgn0004959	1	2	0	2	3	4	1
ID=FBgn0005198	837	1303	1064	759	1330	1473	1070
ID=FBgn0005278	2661	2777	2709	2850	2647	3439	3176
ID=FBgn0005322	1023	1230	1265	888	1076	1403	1202
ID=FBgn0005355	609	821	928	757	1047	1319	863
ID=FBgn0005386	1010	1187	974	782	893	1048	907
ID=FBgn0005390	0	0	0	1	2	0	1
ID=FBgn0005391	1	6	0	0	8	2	1
ID=FBgn0005411	1438	1525	1679	1264	1720	2311	1422
ID=FBgn0005427	491	500	409	561	575	687	444
ID=FBgn0005533	12778	20899	25488	9626	20514	28508	20434
ID=FBgn0005536	3819	5457	4229	3465	4829	6045	5311
ID=FBgn0005558	27	38	32	25	41	44	16
ID=FBgn0005561	12	16	6	9	9	5	8
ID=FBgn0005564	6	10	15	14	6	10	5
ID=FBgn0005585	20248	24236	26505	20534	30460	41694	21838
ID=FBgn0005586	9	7	5	3	4	8	9
ID=FBgn0005590	0	0	2	1	0	0	1
ID=FBgn0005593	35241	49249	58758	19950	34798	45866	42689
ID=FBgn0005596	955	1550	1217	885	1369	1721	1068
ID=FBgn0005612	922	1027	923	748	1085	1421	836
ID=FBgn0005613	13	5	4	7	12	6	9
ID=FBgn0005614	83	125	78	75	82	100	38
ID=FBgn0005616	1010	1179	1053	980	1182	1426	1122
ID=FBgn0005617	1748	1849	1669	1251	1523	1858	1514
ID=FBgn0005619	22	27	33	14	17	38	17
ID=FBgn0005624	1134	1566	1155	950	1130	1524	1155
ID=FBgn0005626	5	11	7	4	2	3	7
ID=FBgn0005631	1690	2451	1913	1746	2433	2850	2177
ID=FBgn0005632	9600	12442	9991	8534	11140	12920	10210
ID=FBgn0005633	0	0	2	0	0	0	0
ID=FBgn0005636	401	838	569	249	396	516	327
ID=FBgn0005638	10	8	3	10	6	9	8
ID=FBgn0005640	12246	11135	8882	25996	13942	14989	11887
ID=FBgn0005642	915	1390	1250	697	1330	1599	993
ID=FBgn0005648	1746	1550	1450	1504	1519	1960	1350
ID=FBgn0005649	2485	3418	2754	2566	3543	4278	2837
ID=FBgn0005654	360	537	533	321	495	574	513
ID=FBgn0005655	2394	2696	2990	2229	3768	4687	3037
ID=FBgn0005658	0	0	0	0	4	1	0
ID=FBgn0005659	1	0	2	1	1	4	2
ID=FBgn0005660	2295	4465	4476	1363	3186	4288	3605
ID=FBgn0005664	0	2	0	0	1	0	0
ID=FBgn0005666	411	289	254	564	376	450	551
ID=FBgn0005670	114	185	181	108	155	169	130
ID=FBgn0005671	4072	5800	5565	3793	6326	7629	5811
ID=FBgn0005672	5632	5943	5443	4681	5422	7188	5398
ID=FBgn0005674	4457	6358	5566	4016	6211	7024	5833
ID=FBgn0005677	13	18	4	10	14	15	8
ID=FBgn0005683	209	381	376	195	384	546	358
ID=FBgn0005694	1021	1365	1114	712	995	1268	1096
ID=FBgn0005695	247	314	286	256	326	425	311
ID=FBgn0005696	809	950	1054	550	967	1140	859
ID=FBgn0005771	14	39	20	10	16	18	18
ID=FBgn0005775	145	106	59	160	89	123	71
ID=FBgn0005777	1615	1697	1634	1496	1588	2113	1810
ID=FBgn0005778	1	0	0	0	0	0	1
ID=FBgn0005779	1	0	0	0	0	0	0
ID=FBgn0008635	4801	8467	7706	4009	8649	11482	7365
ID=FBgn0008636	0	0	0	0	0	0	1
ID=FBgn0008646	0	2	0	0	0	1	2
ID=FBgn0008651	0	0	0	0	0	0	0
ID=FBgn0010014	2	8	2	4	2	4	5
ID=FBgn0010015	65	108	52	51	52	84	43
ID=FBgn0010019	0	0	0	0	2	0	1
ID=FBgn0010038	67	80	60	71	66	104	76
ID=FBgn0010039	871	704	972	1001	860	1253	874
ID=FBgn0010040	21	18	9	19	9	8	12
ID=FBgn0010041	101	84	115	121	125	196	84
ID=FBgn0010042	10	4	7	14	3	16	6
ID=FBgn0010043	123	151	161	94	107	125	99
ID=FBgn0010044	9	4	3	13	5	6	3
ID=FBgn0010051	2970	3804	3248	2515	3550	3798	2979
ID=FBgn0010052	26	22	29	20	30	36	27
ID=FBgn0010053	215	227	305	128	143	228	203
ID=FBgn0010078	29830	33897	36298	21867	32610	45692	27382
ID=FBgn0010097	61	92	97	117	195	316	96
ID=FBgn0010100	5727	7375	7558	4197	6874	9189	6964
ID=FBgn0010105	3	4	8	3	2	9	4
ID=FBgn0010109	2	0	9	2	1	4	1
ID=FBgn0010113	8051	11119	7101	7841	8094	10215	6030
ID=FBgn0010114	250	255	281	239	250	308	338
ID=FBgn0010173	3174	3869	3785	3037	4035	5056	3493
ID=FBgn0010194	1194	1302	1230	1413	1647	2022	1259
